Complaint,CodedMonth,DateOccur,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,CADAddress,CADStreet,XCoord,YCoord
18-030949,2018-07,7/5/2018 18:00,65701,2,LARCENY-MTR VEH PARTS UNDER $500,3827,BOTANICAL AVE,27,3827,BOTANICAL,893169.9,1010810
18-030863,2018-07,7/5/2018 18:25,265321,4,LEAVING SCENE OF ACCIDENT,0,N 6TH ST / WASHINGTON AVE,35, , ,908954.4,1018431
18-030867,2018-07,7/5/2018 18:30,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1401,ARLINGTON AVE,78, , ,885126.1,1031068
18-030871,2018-07,7/5/2018 18:30,265321,2,LEAVING SCENE OF ACCIDENT,6554,MANCHESTER AVE,10,6554,MANCHESTER,877552.6,1014503
18-030867,2018-07,7/5/2018 18:30,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1401,ARLINGTON AVE,78, , ,885126.1,1031068
18-030867,2018-07,7/5/2018 18:30,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1401,ARLINGTON AVE,78, , ,885126.1,1031068
18-030870,2018-07,7/5/2018 18:45,42014,6,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,8879,N BROADWAY,74, , ,897728.8,1053297
18-030869,2018-07,7/5/2018 19:00,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4126,W FLORISSANT AVE,68, , ,900142.6,1034662
18-030868,2018-07,7/5/2018 19:10,32111,6,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,4630,MARGARETTA AVE,69,4630,MARGARETTA,894161.8,1034502
18-030868,2018-07,7/5/2018 19:10,32111,6,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,4630,MARGARETTA AVE,69,4630,MARGARETTA,894161.8,1034502
18-035730,2018-07,7/5/2018 19:30,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3523,BINGHAM AVE,16,3523,BINGHAM,893494.5,999826.4
18-030878,2018-07,7/5/2018 19:30,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3523,BINGHAM AVE,16,3523,BINGHAM,893494.5,999826.4
18-030877,2018-07,7/5/2018 19:44,10000,6,HOMICIDE,4231,NATURAL BRIDGE AVE,68,4231,NATURAL BRIDGE,896900.4,1032130
18-030873,2018-07,7/5/2018 19:45,91303,6,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,8960,RIVERVIEW BLVD,74,8960,RIVERVIEW,894481.3,1051455
18-030874,2018-07,7/5/2018 20:04,63701,2,LARCENY-SHOPLIFT UNDER $500,3219,S KINGSHIGHWAY BLVD,14,3219,KINGSHIGHWAY,886019.7,1008205
18-030944,2018-07,7/5/2018 20:15,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",4205,GRACE AVE,16,4205,GRACE,892971.9,1000544
18-030880,2018-07,7/5/2018 20:15,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5541,GRACE AVE,3,5541,GRACE,890484.2,996647
18-030887,2018-07,7/5/2018 20:45,43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,5022,ROBIN AVE,72,5022,ROBIN,890208.3,1043204
18-030882,2018-07,7/5/2018 20:45,31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3454,GRAVOIS AVE,30, , ,894014.4,1005193
18-030885,2018-07,7/5/2018 20:52,265321,6,LEAVING SCENE OF ACCIDENT,0,BLASE AVE / N BROADWAY,74, , ,897197.3,1046187
18-030943,2018-07,7/5/2018 21:00,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",999,N 2ND ST,35,999,2ND,910439.8,1019433
18-030894,2018-07,7/5/2018 21:26,10000,3,HOMICIDE,1124,DILLON DR,33,1124,DILLON,903976.8,1014127
18-030888,2018-07,7/5/2018 21:30,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,721,N TUCKER BLVD,36,721,TUCKER,906857.6,1019492
18-030897,2018-07,7/5/2018 21:41,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8405,N BROADWAY,74,8405,BROADWAY,897190.4,1049362
18-031253,2018-07,7/5/2018 22:00,72113,5,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1432,UNION BLVD,51,5218,PAULIAN,886264.9,1030775
18-030953,2018-07,7/5/2018 22:00,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",3949,LINDELL BLVD,38,3949,LINDELL,893684.9,1021926
18-031050,2018-07,7/5/2018 22:00,65701,1,LARCENY-MTR VEH PARTS UNDER $500,4030,HYDRAULIC AVE,16,4030,HYDRAULIC,891452.1,1001903
18-030935,2018-07,7/5/2018 22:30,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6333,LUCILLE AVE,76,6333,LUCILLE,888496.9,1046574
18-031033,2018-07,7/5/2018 22:30,67701,5,LARCENY-FROM BUILDING UNDER $500,5134,RAYMOND AVE,51,5134,RAYMOND,886614.4,1028255
18-030898,2018-07,7/5/2018 22:35,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1054,MELVIN AVE,74,1054,MELVIN,895711.1,1052490
18-030902,2018-07,7/5/2018 23:00,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5378,WELLS AVE,78,5370,WELLS,885509.3,1031218
18-031086,2018-07,7/5/2018 23:00,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7716,IVORY AVE,2,7716,IVORY,888096.9,988715
18-031065,2018-07,7/5/2018 23:00,265321,1,LEAVING SCENE OF ACCIDENT,415,HOLLY HILLS AVE,1,415,HOLLY HILLS,891272.4,992294.2
18-031091,2018-07,7/5/2018 23:00,21000,5,RAPE -- FORCIBLE,5400,PAGE BLVD,48,5400,PAGE,0,0
18-030906,2018-07,7/5/2018 23:20,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,209,E GRAND AVE,64,3659,DELOR,904878.5,1034267
18-030899,2018-07,7/5/2018 23:20,265321,6,LEAVING SCENE OF ACCIDENT,0,ADRIAN SPUR / RIVERVIEW DR,75, , ,904194.5,1058244
18-035257,2018-07,7/31/2018 0:05,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4300,S BROADWAY,17, , ,896888.7,998983.9
18-035252,2018-07,7/31/2018 0:13,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,S COMPTON AVE / DELOR ST,17, , ,894031.2,996406.2
18-035260,2018-07,7/31/2018 0:40,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / E CARRIE AVE,79, , ,900400.6,1038447
18-035261,2018-07,7/31/2018 0:45,91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,0,CALIFORNIA AVE / SHENANDOAH AV,24, , ,898297.3,1010502
18-035263,2018-07,7/31/2018 1:29,41016,3,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3706,S BROADWAY,18,3706,BROADWAY,898915.5,1002820
18-035264,2018-07,7/31/2018 1:52,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3406,N 22ND ST,65,3406,22ND,904533.5,1028158
18-035265,2018-07,7/31/2018 2:00,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5622,RHODES AVE,6,5622,RHODES,880015.3,999525.3
18-035266,2018-07,7/31/2018 2:08,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 EASTBOUND / MARKET ST,35, , ,909479.6,1016468
18-035272,2018-07,7/31/2018 2:15,51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,7844,RIO TINTO PL,1,7875,RIO TINTO,886223.6,989729.1
18-035270,2018-07,7/31/2018 3:35,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,5300,VIRGINIA AVE,1, , ,893079.7,995495.3
18-035273,2018-07,7/31/2018 3:45,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",701,UTAH ST,21,701,UTAH,902088.3,1005165
18-035271,2018-07,7/31/2018 4:15,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,219,CHOUTEAU AVE,20, , ,908403.9,1013459
18-035274,2018-07,7/31/2018 4:25,31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,HICKORY LN / ST ANGE LN,33,1408,PEABODY,904245.2,1013903
18-035275,2018-07,7/31/2018 4:45,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1404,BELT AVE,78, , ,884767.6,1031339
18-035276,2018-07,7/31/2018 5:17,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,504,BATES ST,1,504,BATES,892637.8,994365.9
18-035278,2018-07,7/31/2018 5:50,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2511,E DODIER ST,60,2511,DODIER,903401.7,1027247
18-035283,2018-07,7/31/2018 6:58,265321,3,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / I 44 EASTBOUND,26, , ,894721.8,1013493
18-035429,2018-07,7/31/2018 7:30,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,N 13TH ST / LUCAS AVE,36, , ,906443.8,1019367
18-035299,2018-07,7/31/2018 7:30,36111,5,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,4344,DR MARTIN LUTHER KING DR,58,4344,DR MARTIN LUTHER KING,893273.3,1027743
18-035294,2018-07,7/31/2018 8:10,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",700,CLARK AVE,35,700,CLARK,907901.1,1016212
18-035304,2018-07,7/31/2018 8:30,64701,4,LARCENY-FROM MTR VEH UNDER $500,201,N 17TH ST,36,201,17TH,904517.3,1018616
18-035304,2018-07,7/31/2018 8:30,64701,4,LARCENY-FROM MTR VEH UNDER $500,201,N 17TH ST,36,201,17TH,904517.3,1018616
18-035297,2018-07,7/31/2018 8:47,51122,6,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4501,HOLLY AVE,68,4501,HOLLY,898307.6,1035824
18-035348,2018-07,7/31/2018 9:00,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",1,FINE ARTS DR,82,6600,GOVERNMENT,878856.8,1021748
18-035310,2018-07,7/31/2018 9:57,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4644,S GRAND BLVD,16, , ,892241.1,998499.8
18-035308,2018-07,7/31/2018 10:00,63701,2,LARCENY-SHOPLIFT UNDER $500,3920,HAMPTON AVE,14,3920,HAMPTON,879176.4,1005385
18-035748,2018-07,7/31/2018 10:00,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3920,HAMPTON AVE,14,3920,HAMPTON,879176.4,1005385
18-035378,2018-07,7/31/2018 10:10,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 16TH ST / WASHINGTON AVE,36, , ,905411.4,1019445
18-035319,2018-07,7/31/2018 10:51,265321,2,LEAVING SCENE OF ACCIDENT,1045,FAIRMOUNT AVE,44,1045,FAIRMOUNT,877863.3,1018562
18-035366,2018-07,7/31/2018 11:00,51130,3,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,917,LAMI ST,21,917,LAMI,904088.9,1008884
18-035508,2018-07,7/31/2018 11:04,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,800,LOCUST ST,35,800,LOCUST,908186.9,1018183
18-035336,2018-07,7/31/2018 11:10,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1066,RIVERVIEW BLVD,74, , ,895710.9,1052054
18-035394,2018-07,7/31/2018 11:15,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,EADS BRG / MEMORIAL DR,35, , ,909973.6,1018284
18-035325,2018-07,7/31/2018 11:15,51122,6,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4403,HOLLY AVE,68,4403,HOLLY,897633.1,1035372
18-035332,2018-07,7/31/2018 11:35,265321,4,LEAVING SCENE OF ACCIDENT,0,N 13TH ST / WASHINGTON AVE,36, , ,906401.2,1019193
18-035331,2018-07,7/31/2018 11:36,38111,5,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,5435,MARTIN LUTHER KING,50, , ,0,0
18-035335,2018-07,7/31/2018 11:57,265321,4,LEAVING SCENE OF ACCIDENT,2843,WASHINGTON AVE,37,2843,WASHINGTON,900417.6,1020733
18-035502,2018-07,7/31/2018 12:00,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,GAY ST / N TUCKER BLVD,35, , ,907053.3,1019804
18-035430,2018-07,7/31/2018 12:17,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,CONVENTION PZ / N TUCKER BLVD,35, , ,906992.1,1019584
18-035344,2018-07,7/31/2018 12:20,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,3597,DELMAR BLVD,77, , ,897252.8,1022273
18-035352,2018-07,7/31/2018 12:30,83000,1,ARSON-KNOWINGLY BURNING/SUCCESS,3118,OSCEOLA ST,17,4414,MICHIGAN,894792.3,998813.5
18-035423,2018-07,7/31/2018 13:00,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 14TH ST / DR MARTIN LUTHER K,36, , ,906469.1,1020109
18-035351,2018-07,7/31/2018 13:12,265321,4,LEAVING SCENE OF ACCIDENT,0,N GRAND BLVD / NATURAL BRIDGE,59, , ,901069.3,1029712
18-035373,2018-07,7/31/2018 13:15,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1801,WASHINGTON AVE,36,1801,WASHINGTON,904356.2,1019789
18-035447,2018-07,7/31/2018 13:30,65701,6,LARCENY-MTR VEH PARTS UNDER $500,8612,HALLS FERRY RD,74,8612,HALLS FERRY,895810.5,1049854
18-035361,2018-07,7/31/2018 13:40,63701,3,LARCENY-SHOPLIFT UNDER $500,3172,S GRAND BLVD,25,3172,GRAND,893870.7,1007506
18-035405,2018-07,7/31/2018 13:42,41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3818,NEOSHO ST,16,3829,NEOSHO,890770.4,999443.4
18-035467,2018-07,7/31/2018 13:57,69702,2,LARCENY-ALL OTHER UNDER $500,3889,MCDONALD AVE,15,3889,MCDONALD,891578.7,1006324
18-035393,2018-07,7/31/2018 14:00,69702,2,LARCENY-ALL OTHER UNDER $500,3865,MCDONALD AVE,15,3865,MCDONALD,891818,1006294
18-035363,2018-07,7/31/2018 14:07,265321,5,LEAVING SCENE OF ACCIDENT,5750,NATURAL BRIDGE AVE,50, , ,885556.4,1038533
18-035367,2018-07,7/31/2018 14:10,63701,2,LARCENY-SHOPLIFT UNDER $500,7057,CHIPPEWA ST,9,7057,CHIPPEWA,872714.9,1002363
18-035395,2018-07,7/31/2018 14:25,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,7600,HALL ST,79,7600,HALL,899461.2,1045874
18-035471,2018-07,7/31/2018 15:00,73313,1,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,547,BATES ST,1,547,BATES,892381.7,994762.6
18-035375,2018-07,7/31/2018 15:25,182250,5,DRUGS-POSSESSION/COCAINE,5749,ST LOUIS AVE,50, , ,884947,1036441
18-035501,2018-07,7/31/2018 15:30,67701,4,LARCENY-FROM BUILDING UNDER $500,1112,OLIVE ST,35,1112,OLIVE,906988.9,1018103
18-035392,2018-07,7/31/2018 15:45,31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4428,LOUISIANA AVE,16,4500,PENNSYLVANIA,893451.3,999193.4
18-035379,2018-07,7/31/2018 15:50,63701,3,LARCENY-SHOPLIFT UNDER $500,1500,LAFAYETTE AVE,33,1500,LAFAYETTE,903565.4,1012169
18-035389,2018-07,7/31/2018 16:11,265321,4,LEAVING SCENE OF ACCIDENT,0,N GRAND BLVD / WEST PINE BLVD,37, , ,896398.6,1020475
18-035396,2018-07,7/31/2018 16:18,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3104,KEOKUK ST,16,3104,KEOKUK,895464.6,1002050
18-035603,2018-07,7/31/2018 16:30,51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,2710,ANN AVE,24,2710,ANN,898830.4,1011191
18-035400,2018-07,7/31/2018 16:35,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3518,S GRAND BLVD,25, , ,893530.5,1004900
18-035454,2018-07,7/31/2018 17:00,67601,4,"LARCENY-FROM BUILDING $500 - $24,999",2901,N GRAND BLVD,59,4024,CAMELLIA,900083.6,1028530
18-035409,2018-07,7/31/2018 17:43,265321,5,LEAVING SCENE OF ACCIDENT,5300,NATURAL BRIDGE AVE,50,3315,UNION,888623.3,1036251
18-035491,2018-07,7/31/2018 18:00,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 11TH ST / OLIVE ST,35, , ,907171.6,1018176
18-035428,2018-07,7/31/2018 18:00,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,401,S 14TH ST,36,401,14TH,905172.7,1016526
18-035414,2018-07,7/31/2018 18:00,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3137,OREGON AVE,30,3137,OREGON,897254.8,1007143
18-035438,2018-07,7/31/2018 19:00,265321,1,LEAVING SCENE OF ACCIDENT,3737,NEOSHO ST,16,3737,NEOSHO,891140.8,999489.3
18-035418,2018-07,7/31/2018 19:15,69702,3,LARCENY-ALL OTHER UNDER $500,2018,S 7TH ST,20,2018,7TH,905151.5,1009981
18-035421,2018-07,7/31/2018 19:30,31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4517,TENNESSEE AVE,16,4517,TENNESSEE,892752.3,998995.8
18-035419,2018-07,7/31/2018 19:40,63701,3,LARCENY-SHOPLIFT UNDER $500,4140,S BROADWAY,16, , ,897819.1,1000267
18-035424,2018-07,7/31/2018 19:50,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7715,MICHIGAN AVE,2,7715,MICHIGAN,888200.2,988617.5
18-035453,2018-07,7/31/2018 20:00,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4129,VIRGINIA AVE,16,4129,VIRGINIA,894224.6,1000691
18-035427,2018-07,7/31/2018 20:15,151110,2,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3721,S GRAND BLVD,15, , ,893385.4,1003893
18-035733,2018-07,7/31/2018 21:00,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1010,PINE ST,35,1010,PINE,907183.4,1017670
18-035475,2018-07,7/31/2018 21:00,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3415,WISCONSIN AVE,18,3415,WISCONSIN,899853.3,1004613
18-035437,2018-07,7/31/2018 21:10,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3145,WATSON RD,9,3145,WATSON,878987.1,1009682
18-035436,2018-07,7/31/2018 21:15,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,800,BELT AVE,49,5754,CABANNE,883422.1,1027730
18-035433,2018-07,7/31/2018 21:20,250000,4,LOITERING-BEGGING,431,WASHINGTON AVE,35, , ,909581.6,1018292
18-035442,2018-07,7/31/2018 21:30,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2998,FRANKLIN AVE,59, , ,900041.1,1021791
18-035441,2018-07,7/31/2018 21:46,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3816,MINNESOTA AVE,16,3816,MINNESOTA,895713.3,1002550
18-035439,2018-07,7/31/2018 21:47,265321,4,LEAVING SCENE OF ACCIDENT,3225,DELMAR BLVD,77,3225,DELMAR,898855.2,1021756
18-035455,2018-07,7/31/2018 22:00,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,CHEROKEE ST / MICHIGAN AVE,19, , ,895813.5,1005549
18-035443,2018-07,7/31/2018 22:21,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3630,S GRAND BLVD,19, , ,893520.9,1004111
18-035459,2018-07,7/31/2018 22:30,51222,6,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,7901,N BROADWAY,74,7901,BROADWAY,897093.2,1046554
18-035445,2018-07,7/31/2018 22:51,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1300,MADISON ST,63,1515,13TH,907709.8,1024310
18-035456,2018-07,7/31/2018 23:00,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 13TH ST / LOCUST ST,36, , ,906292.4,1018750
18-035448,2018-07,7/31/2018 23:30,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,2917,UNION BLVD,50, , ,888224.4,1034675
18-035517,2018-07,7/31/2018 23:30,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4930,MCPHERSON AVE,38,4930,MCPHERSON,888122.5,1025086
18-035457,2018-07,7/31/2018 23:36,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3712,BAMBERGER AVE,15, , ,891883.4,1003872
18-035452,2018-07,7/31/2018 23:39,250000,2,LOITERING-BEGGING,2166,HAMPTON AVE,12,2166,HAMPTON,881175.8,1013045
18-035451,2018-07,7/31/2018 23:40,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",801,N TUCKER BLVD,36, , ,906918.5,1019693
18-035449,2018-07,7/31/2018 23:43,63701,3,LARCENY-SHOPLIFT UNDER $500,3751,S JEFFERSON AVE,19, , ,898162.7,1002525
18-034008,2018-07,8/14/2017 2:58,43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,1528,LOCUST ST,36,1528,LOCUST,905182.1,1018907
18-035624,2018-07,8/20/1997 0:01,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4014,UNION BLVD,70,4014,UNION,890074.4,1037079
18-031460,2018-07,8/25/2017 12:00,111110,6,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,4545,FAIR AVE,68,4545,FAIR,899526,1034861
18-032746,2018-07,9/11/2017 17:05,69702,2,LARCENY-ALL OTHER UNDER $500,3225,HAMPTON AVE,9,3225,HAMPTON,879649.6,1008791
18-031585,2018-07,9/12/2017 21:00,69702,4,LARCENY-ALL OTHER UNDER $500,0,N 14TH ST / DESTREHAN ST,65, , ,906492.1,1029147
18-030332,2018-07,10/1/2017 9:00,65701,4,LARCENY-MTR VEH PARTS UNDER $500,303,S GRAND BLVD,37,303,GRAND,895783.1,1019328
18-029401,2018-07,10/6/2017 12:00,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,101,N BROADWAY,35,919,JEFFERSON,908732.9,1017197
16-051254,2018-07,10/9/2016 23:35,265321,4,LEAVING SCENE OF ACCIDENT,1500,BROADWAY,64, , ,0,0
18-034252,2018-07,10/10/2017 8:00,65701,5,LARCENY-MTR VEH PARTS UNDER $500,1212,REV G H PRUITT PL,54,1212,REV G H PRUITT,890852.8,1027709
18-030614,2018-07,10/17/2017 10:52,111110,2,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,6487,MANCHESTER AVE,43,6487,MANCHESTER,878180.7,1014948
18-031057,2018-07,11/1/2017 9:00,67601,4,"LARCENY-FROM BUILDING $500 - $24,999",2200,LOCUST ST,36,2200,LOCUST,902735.4,1019548
18-034004,2018-07,11/2/2016 8:41,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4956,ODELL ST,13,4956,ODELL,885587.4,1009609
18-032809,2018-07,11/13/2017 0:01,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,2400,S JEFFERSON AVE,23,2400,JEFFERSON,899570.5,1009779
17-058354,2018-07,11/27/2017 22:00,69702,5,LARCENY-ALL OTHER UNDER $500,48,MARYLAND,38,48,MARYLAND,0,0
17-058354,2018-07,11/27/2017 22:00,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,48,MARYLAND,38,48,MARYLAND,0,0
18-031069,2018-07,12/1/2017 0:01,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2018,LAFAYETTE AVE,32,2018,LAFAYETTE,901663,1012467
17-060265,2018-07,12/10/2017 10:00,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3175,MORGANFORD,15,3175,MORGANFORD,0,0
18-031494,2018-07,12/15/2004 8:00,67701,5,LARCENY-FROM BUILDING UNDER $500,5616,PERSHING AVE,47,5616,PERSHING,882218.9,1025015
18-032953,2018-07,12/20/2017 8:00,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5320,ELIZABETH AVE,12,5320,ELIZABETH,884090.5,1012226
18-032059,2018-07,12/20/2017 17:00,67701,6,LARCENY-FROM BUILDING UNDER $500,4942,HARNEY AVE,71,4942,HARNEY,894902.3,1039722
